title,price,location A,location B,location C,location D,size,lat,long
"Zemun, Kalvarija, Železnička, 3.0, 91m2","161.000,00 €","Beograd ","Opština Zemun ","Kalvarija ","Železnička ","91 m2
Kvadratura",54.4156509,23.2236949
"Čukarica, Cerak vinogradi, Platana, 1.5, 58m2","109.000,00 €","Beograd ","Opština Čukarica ","Cerak vinogradi ","Platana ","58 m2
Kvadratura",44.7449953,20.4239851
"Mirijevo, Kapetana Miloša Žunjića, 0.5, 29m2","53.900,00 €","Beograd ","Opština Zvezdara ","Mirijevo ",,"29 m2
Kvadratura",44.7854051,20.5461547
"LUX, 4,5, PORODIČAN, DVE GARAŽE I OSTAVA, 130m2","319.000,00 €","Beograd ","Opština Vračar ","Crveni krst ",,"130 m2
Kvadratura",44.795856,20.4882292
"Voždovac, Autokomanda, Ljube Nedića, 3.5, 98m2","235.200,00 €","Beograd ","Opština Voždovac ","Autokomanda ","Ljube Nedića ","98 m2
Kvadratura",44.784862,20.4766687
"LUX 3.0 NAMEŠTEN,ODMAH USELJIV,BEZ ULAGANJA","310.000,00 €","Beograd ","Opština Vračar ","Hram svetog Save ",,"93 m2
Kvadratura",44.7981492,20.4691058
"Vlajkovićeva, centar Beograda, 3.0 Lux stan, 102m2","375.000,00 €","Beograd ","Opština Stari grad ","Centar ","Vlajkovićeva ","102 m2
Kvadratura",44.8134874,20.4664158
"Prodaja, 3.0, Nede Spasojevic, Energoprojekt, VPR","180.000,00 €","Beograd ","Opština Novi Beograd ",Bežanijska kosa 3,Nede Spasojević 13b,"76 m2
Kvadratura",44.8146022,20.3721124
"Penthaus LUX, Stari grad, Dunavski kej, 39 m2","149.000,00 €","Beograd ","Opština Stari grad ",25. maj,"Dunavski kej ","39 m2
Kvadratura",44.8272734,20.4671458
"Voždovac, 63 kvm, 2.0, luksuzan, polu namešten","169.000,00 €","Beograd ","Opština Voždovac ","FON - Bilećka ",,"63 m2
Kvadratura",44.7677617,20.4786785
SUPER PONUDA !!! VLASNIK-PRELEP STAN NA BANOVOM B,"198.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Trebevicka  ","93 m2
Kvadratura",44.7676436,20.4158777
"Zvezdara, Vukov spomenik - Zahumska","155.000,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ","Zahumska ","68 m2
Kvadratura",44.8038275,20.4822707
"Stari grad, Botanička bašta - Džordža Vašingtona","130.000,00 €","Beograd ","Opština Stari grad ","Centar ","Džordža Vašingtona ","50 m2
Kvadratura",44.8163314,20.4695222
"Sopot, Kosmaj - Kosmiko Hill","220.000,00 €","Beograd ","Opština Sopot ","Kosmaj ","Kosmiko Hill ","98 m2
Kvadratura",44.4704764,20.5962525
"Vračar, Južni bulevar - Gospodara Vučića","220.000,00 €","Beograd ","Opština Vračar ","Južni bulevar ","Gospodara Vučića ","88 m2
Kvadratura",44.7911582,20.492305
"Zemun, Centar - Cara Dušana","52.000,00 €","Beograd ","Opština Zemun ","Centar ","Cara Dušana  ","28 m2
Kvadratura",44.8544096,20.3886462
"Voždovac, Braće Jerković - Zaplanjska","99.000,00 €","Beograd ","Opština Voždovac ","Braće Jerković ","Zaplanjska ","61 m2
Kvadratura",44.7729473,20.4926777
"Zvezdara, Kluz - Kisela voda","46.200,00 €","Beograd ","Opština Zvezdara ","Kluz ","Kisela voda ","33 m2
Kvadratura",41.92748,21.4931713
Garsonjera u blizini medicinskog fakulteta,"75.000,00 €","Beograd ","Opština Voždovac ","Šumice ","Todora Dukina ","26 m2
Kvadratura",44.7875163,20.4833174
Mozerova 52m2-67.000 ozakonjenje u toku,"67.000,00 €","Beograd ","Opština Zemun ","Prvomajska ",Mozerova 31,"52 m2
Kvadratura",44.8370602,20.3895091
Rembrantova 49m2-58.800! ozakonjenje u toku,"58.800,00 €","Beograd ","Opština Novi Beograd ","Ledine ","Rembrantova ","49 m2
Kvadratura",44.8062907,20.3430464
Rembrantova 44m2-52.800! ozakonjenje u toku,"52.800,00 €","Beograd ","Opština Novi Beograd ","Ledine ","Rembrantova  ","44 m2
Kvadratura",44.8062907,20.3430464
Beračka 58m2-69.500! ozakonjenje u toku,"69.500,00 €","Beograd ","Opština Novi Beograd ","Ledine ",Beračka 43,"58 m2
Kvadratura",44.8050626,20.3379739
Beračka 44m2-52.800! ozakonjenje u toku,"52.800,00 €","Beograd ","Opština Novi Beograd ","Ledine ",Beračka 43,"44 m2
Kvadratura",44.8050626,20.3379739
Hollywood 50m2-65.000! ozakonjenje u toku,"65.000,00 €","Beograd ","Opština Novi Beograd ","Ledine ",Danice Kojić 27,"50 m2
Kvadratura",44.8035245,20.3432558
Hollywood 43m2-55.900! ozakonjenje u toku,"55.900,00 €","Beograd ","Opština Novi Beograd ","Ledine ",Danice Kojić 23,"43 m2
Kvadratura",44.8035245,20.3432558
"Jednoiposoban salonac u centru, Kralja Petra","153.000,00 €","Beograd ","Opština Stari grad ","Centar ","Kralja Petra ","41 m2
Kvadratura",44.8201709,20.4554862
"Cvetni trg, Kralja Milana","285.000,00 €","Beograd ","Opština Vračar ","Cvetni trg ","Kralja Milana ","131 m2
Kvadratura",44.8056269,20.4653886
RETKO U PONUDI - Loznička bez provizije!!! ID#2730,"459.515,00 €","Beograd ","Opština Vračar ","Centar ","Loznička ","131,29 m2
Kvadratura",44.8003302,20.48179
"Novi Beograd, Blok 63 - Gandijeva","204.000,00 €","Beograd ","Opština Novi Beograd ",Blok 63,"Gandijeva ","92 m2
Kvadratura",44.8076454,20.3847393
Kvalitetan stan u mirnoj ulici,"120.250,00 €","Beograd ","Opština Novi Beograd ","Stari Merkator ",,"48,10 m2
Kvadratura",44.8280022,20.4125119
Trosoban stan u bloku 30,"191.000,00 €","Beograd ","Opština Novi Beograd ",Blok 30 (B92),"Bulevar Mihajla Pupina ","87 m2
Kvadratura",44.8202299,20.4195124
"RETKO U PONUDI! Centar, Toplicin venac","650.000,00 €","Beograd ","Opština Stari grad ","Topličin venac ","Toplicin venac ","217 m2
Kvadratura",44.8163707,20.4548842
"Prodajem Centar Stari grad lux 2,5 stan 70m2","280.000,00 €","Beograd ","Opština Stari grad ","Politika ","Hilandarska  ","70 m2
Kvadratura",44.8151958,20.4678793
"Savski venac, centar - Višegradska","260.000,00 €","Beograd ","Opština Savski venac ","Višegradska ","Višegradska ","107 m2
Kvadratura",44.8013597,20.4546331
Rakovica - Kanarevo brdo,"69.000,00 €","Beograd ","Opština Rakovica ","Kanarevo brdo ","Kanarevo brdo ","67 m2
Kvadratura",44.7540124,20.4534458
"Zvezdara, Konjarnik - Danice Marković","107.000,00 €","Beograd ","Opština Zvezdara ","Konjarnik ","Danice Marković ","69 m2
Kvadratura",44.7837947,20.5081028
Bežanijska kosa I - Marka Čelebonovića,"180.000,00 €","Beograd ","Opština Novi Beograd ",Bežanijska kosa 1,"Marka Čelebonovića ","84 m2
Kvadratura",44.8185799,20.3826804
"Zvezdara, Gradska bolnica - Ljubljanska","120.000,00 €","Beograd ","Opština Zvezdara ","Gradska bolnica ","Ljubljanska ","53 m2
Kvadratura",44.8017075,20.4943407
"Čukarica, Čukarička padina - Radnička","145.000,00 €","Beograd ","Opština Čukarica ","Čukarička padina ","Radnička ","81 m2
Kvadratura",44.7798066,20.4089072
"Stari grad, Gornji Dorćol - Strahinjića Bana","280.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Strahinjića Bana ","100 m2
Kvadratura",44.8221362,20.4604617
Cvetkova pijaca kvalitetni stanovi od 59m2 i 104m2,"2.400,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ",Podujevska br 17,"59 m2
Kvadratura",44.7909383,20.5096576
Vračar Šumatovačka novi lux stanovi od 85 i 90m2,"2.650,00 €","Beograd ","Opština Vračar ","Južni bulevar ",Šumatovačka 155,"90 m2
Kvadratura",44.7933394,20.4864316
Novi Beograd - Belvil-102m2-Četvorosoban-Uknjižen,"340.000,00 €","Beograd ","Opština Novi Beograd ",Blok 67 (Belvil),"Bulevar Crvene Armije ","102 m2
Kvadratura",44.8064652,20.4037464
Novi Beograd-NEW MINEL-Četvorosoban-Dva garažna me,"615.000,00 €","Beograd ","Opština Novi Beograd ","Tošin bunar ","Tošin bunar ","218 m2
Kvadratura",44.8268679,20.3981927
Voždovac-MERIN HILL-145m2-Uknjižen ID#2077,"340.000,00 €","Beograd ","Opština Voždovac ","Centar ","Vojislava Nanovića ","145 m2
Kvadratura",,
Novi Beograd - West 65-Četvorosoban-Garažno mesto,"415.000,00 €","Beograd ","Opština Novi Beograd ",Blok 65,"Tadije Sondermajera ","106 m2
Kvadratura",44.8139443,20.397702
Novi Beograd-Savada 3 ID#2102,"315.000,00 €","Beograd ","Opština Novi Beograd ","Tošin bunar ","Tošin bunar ","124,50 m2
Kvadratura",44.8268679,20.3981927
"Centar, Kneza Milosa Residence, Kneza Milosa","320.000,00 €","Beograd ","Opština Savski venac ","Kneza Miloša ","Kneza Milosa ","62 m2
Kvadratura",44.8083301,20.4635596
"Centar, Decanska","227.000,00 €","Beograd ","Opština Stari grad ","Centar ","Decanska ","82 m2
Kvadratura",44.8139663,20.4629803
"A Blok, Premium Delux, Penthouse Dupleks","1.290.000,00 €","Beograd ","Opština Novi Beograd ",Blok 67a (A blok),"Jurija Gagarina ","230 m2
Kvadratura",44.806586,20.4014735
Savski venac-Birčaninova-Renoviran-Uknjižen ID#205,"235.000,00 €","Beograd ","Opština Savski venac ","Centar ","Birčaninova ","70 m2
Kvadratura",44.8031462,20.4617518
"Savski venac, Dedinje - Mihaila Avramovića","97.500,00 €","Beograd ","Opština Savski venac ","Dedinje ","Mihaila Avramovića ","40 m2
Kvadratura",44.7667295,20.4624418
BW Quartet 1 - Pogled na reku,"440.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",,"123,97 m2
Kvadratura",44.8125449,20.46123
Beograd na vodi - BW Echo NOVA ZGRADA,"193.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",,"56,43 m2
Kvadratura",44.8125449,20.46123
Takovska 66m2,"160.000,00 €","Beograd ","Opština Stari grad ","Skupština ","Takovska ","66 m2
Kvadratura",44.8132855,20.472144
"Stari grad, Dorćol - Knez Miletina","218.155,00 €","Beograd ","Opština Stari grad ","Dorćol ","Knez Miletina ","62 m2
Kvadratura",44.8186444,20.4705449
"Zvezdara, Konjarnik - Bulevar kralja Aleksandra","190.000,00 €","Beograd ","Opština Zvezdara ","Konjarnik ","Bulevar kralja Aleksandra ","91 m2
Kvadratura",44.7882497,20.5167404
"Vračar, Crveni krst - Sazonova","242.000,00 €","Beograd ","Opština Vračar ","Crveni krst ","Sazonova ","93 m2
Kvadratura",44.7947226,20.4859293
"Stari grad, Dorćol - Sibinjanin Janka","360.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Sibinjanin Janka ","147 m2
Kvadratura",44.8278647,20.4595849
"Dorcol, Visokog Stevana, 3.0 (adaptibilan u 3.5)","230.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Visokog Stevana ","80 m2
Kvadratura",44.8252236,20.4597051
"Vračar,3.5 lux, sa parkingom ID#1067","215.000,00 €","Beograd ","Opština Vračar ","Južni bulevar ","Sime Igumanova ","93 m2
Kvadratura",44.7921008,20.4741101
"Trosoban stan na odličnoj lokaciji, uknjižen","190.000,00 €","Beograd ","Opština Voždovac ","Naselje Stepa Stepanović ","Kaplara MomčilaGavrića ","84 m2
Kvadratura",44.7595421,20.4875675
Garsonjera na odličnoj lokaciji ID#116833,"75.000,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ","Vojvode Brane ","24 m2
Kvadratura",44.8047818,20.483623
Braće Jerković ID#2791,"131.000,00 €","Beograd ","Opština Voždovac ","Braće Jerković ","Braće Jerković ","75 m2
Kvadratura",44.7705535,20.4943111
"Stari grad, Bajlonijeva pijaca, Džordža Vašingtona","130.000,00 €","Beograd ","Opština Stari grad ","Bajlonijeva pijaca ","Džordža Vašingtona ","50 m2
Kvadratura",44.81868,20.4671323
"HITNA PRODAJA, Senjak, Senjacka, 3.0 , 60m2","65.000,00 €","Beograd ","Opština Savski venac ","Senjak ","Senjacka ","60 m2
Kvadratura",44.7932503,20.4396593
"LUX RENOVIRAN SALONAC,4.0 (125m²),SA TERASOM 20m²","399.000,00 €","Beograd ","Opština Savski venac ","Centar ",,"125 m2
Kvadratura",41.9953628,21.4246078
Novogradnja Bulevar kralja Aleksnadra 515,"101.049,00 €","Beograd ","Opština Zvezdara ","Bulevar kralja Aleksandra ",,"51,82 m2
Kvadratura",44.7882497,20.5167404
EXTRA LUX PENTHAUS NA VOZDOVCU-BEZ PROVIZIJE,"557.700,00 €","Beograd ","Opština Voždovac ","Jove Ilića ",,"169 m2
Kvadratura",44.7793343,20.471697
Novogradnja na BULEVARU KRALJA ALEKSANDRA 515,"82.524,00 €","Beograd ","Opština Zvezdara ","Bulevar kralja Aleksandra ",,"42,32 m2
Kvadratura",44.7882497,20.5167404
Banovo Brdo-Požeška-Trosoban-Uknjižen ID#2119,"117.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Požeška ","62 m2
Kvadratura",44.7738858,20.4137645
Beograd Centar-Botanička bašta 60m2 CG,"142.000,00 €","Beograd ","Opština Stari grad ","Kopitareva gradina ",,"60 m2
Kvadratura",44.8161847,20.4684071
NOVO u ponudi - stan 55 m2,"71.500,00 €","Beograd ","Opština Obrenovac ","Obrenovac (mesto) ",Vojvode Misica 163,"55 m2
Kvadratura",44.6533951,20.1965151
EXTRA LUX STANOVI NA VOZDOVCU-BEZ PROVIZIJE,"273.856,00 €","Beograd ","Opština Voždovac ","Jove Ilića ",,"86 m2
Kvadratura",44.7793343,20.471697
"Vozdovac, Kostolacka, 4.0, 174 m2","249.000,00 €","Beograd ","Opština Voždovac ","FON - Bilećka ","Kostolacka ","174 m2
Kvadratura",44.7677617,20.4786785
"Centar, Kneza Mihaila","220.000,00 €","Beograd ","Opština Stari grad ","Knez Mihailova ","Kneza Mihaila ","53 m2
Kvadratura",44.8177356,20.4569894
EXTRA LUX STAN NA VOZDOVCU-BEZ PROVIZIJE!,"218.250,00 €","Beograd ","Opština Voždovac ","Bioskop Voždovac ",,"97 m2
Kvadratura",44.7822375,20.4717445
"Kalenić, Mileševska, dvosoban, luks, 70m2, 17900e","179.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Mileševska ","70 m2
Kvadratura",44.8001747,20.475769
"VUKOV SPOMENIK MIKROSTAN, ALI ODLIČAN","52.900,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ","Stjepana Ljubiše ","16 m2
Kvadratura",44.8073777,20.4835957
"Kalenic, Pozarevacka","157.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Pozarevacka ","53 m2
Kvadratura",44.8001747,20.475769
"Vračar, Svetozara Markovića, 3.5, sa parking mesto","249.000,00 €","Beograd ","Opština Vračar ","Pravni fakultet ","Светозара Марковића ","85 m2
Kvadratura",44.8072896,20.472733
"Stan 55m2, Altina,direktna prodaja, Investitor","66.000,00 €","Beograd ","Opština Zemun ","Altina ","Taška Načića ","55 m2
Kvadratura",44.8496745,20.3552018
"BLOK 70, 54m2, IV, cg, uk. ID#74676","98.900,00 €","Beograd ","Opština Novi Beograd ",Blok 70 (kineski tržni centar),"Gandijeva ","54 m2
Kvadratura",44.8027884,20.3918182
"Metropol. 7.sprat 309'000 sa garazom, bez provizje","285.000,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Metropolitan ","82 m2
Kvadratura",44.8125449,20.46123
"Metropoli. 14. sprat, 430000 sa garazom, bez prov.","405.000,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Metropolitan ","108 m2
Kvadratura",44.8125449,20.46123
"Lion, Dva stana u jednom","229.000,00 €","Beograd ","Opština Zvezdara ","Lion ","Bulevar kralja Aleksandra ","94 m2
Kvadratura",44.7882497,20.5167404
Hilandarska 4.0 168m2 III CG 580.000 e ID#1142,"580.000,00 €","Beograd ","Opština Stari grad ","Centar ","Hilandarska ","168 m2
Kvadratura",44.8151958,20.4678793
Savski Venac-Zvezdin stadion-38m2-Uknjižen ID#2118,"112.000,00 €","Beograd ","Opština Savski venac ","Stadion Crvene zvezde ","Ljutice Bogdana ","38 m2
Kvadratura",44.783058,20.4647974
Penthouse-Banovo Brdo-119m2,"249.900,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Slavonskih brigada ","119 m2
Kvadratura",44.7620133,20.4198576
"Centar, Resavska","399.000,00 €","Beograd ","Opština Savski venac ","Centar ","Resavska ","125 m2
Kvadratura",44.8046468,20.4619352
EXTRA LUX STANOVI KOD VUK. SPOMENIKA-BEZ PROVIZIJE,"321.000,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ",,"107 m2
Kvadratura",44.8046413,20.4832729
EXTRA LUX STANOVI -BEZ PROVIZIJE,"235.200,00 €","Beograd ","Opština Voždovac ","Autokomanda ",,"98 m2
Kvadratura",44.7902717,20.46634
"Stjepana Ljubiše, VUKOV SPOMENIK, Zvezdara","198.800,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ","Stjepana Ljubiše ","71 m2
Kvadratura",44.8073777,20.4835957
"BW, Magnolia, lux, nov, IZUZETNA PONUDA, ID 16511","698.500,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Magnolia ","127 m2
Kvadratura",44.8125449,20.46123
2.0 LUX NOVOGRADNJA-BEZ PROVIZIJE,"135.750,00 €","Beograd ","Opština Zvezdara ","Đeram pijaca ","Živojina Žujovića ","52,20 m2
Kvadratura",44.801028,20.4922083
EXTRA LUX STANOVI KOD VUK. SPOMENIKA-BEZ PROVIZIJE,"198.000,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ",,"66 m2
Kvadratura",44.8046413,20.4832729
EXTRA LUX STANOVI -BEZ PROVIZIJE,"172.800,00 €","Beograd ","Opština Voždovac ","Autokomanda ",,"72 m2
Kvadratura",44.7902717,20.46634
"BLOK 45, 106m2, III, cg, uk, retko u ponudi! ID#78","235.000,00 €","Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"Nehruova ","106 m2
Kvadratura",44.7984982,20.3742101
"Vracar, nov, penthouse, extra kvalitetna zgrada","337.000,00 €","Beograd ","Opština Vračar ","Južni bulevar ","Sime Igumanova ","142 m2
Kvadratura",44.7921008,20.4741101
Rezidencijalni objekat u srcu Vračara,"463.640,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ",,"150 m2
Kvadratura",44.8001747,20.475769
"Vukov spomenik, 103m2, duplex","229.000,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ","Dalmatinska ","103 m2
Kvadratura",44.8071747,20.4814972
Fantastičan penthaus s pogledom na Hram,"750.000,00 €","Beograd ","Opština Vračar ","Hram svetog Save ","Mome Kapora ","147 m2
Kvadratura",44.7981492,20.4691058
"Takovska ,67m2 + T ,Lep, Sređen, Uknjižen","168.000,00 €","Beograd ","Opština Palilula ","Botanička bašta ","Takovska ","67 m2
Kvadratura",44.8132855,20.472144
"Sava centar, blok 19A, 73+4m2, 2,5-soban III/VI","192.500,00 €","Beograd ","Opština Novi Beograd ",Blok 19a,"Vladimira Popovića ","77 m2
Kvadratura",44.8045545,20.4304102
"Stara Rakovica, Stevana Lukovića 54+3, I/III, TA","71.500,00 €","Beograd ","Opština Rakovica ","Centar ","Stevana Lukovića ","54 m2
Kvadratura",44.7442851,20.4339631
"NOV, Lion ""Mali Vračar"", ODLIČNA lokacija!","128.000,00 €","Beograd ","Opština Zvezdara ","Lion ","Vojvode Dovezenskog ","57 m2
Kvadratura",44.7942829,20.5040812
"Palilula, Centar, Vladetina, 1.5, 30m2","80.000,00 €","Beograd ","Opština Palilula ","Centar ","Vladetina ","30 m2
Kvadratura",44.8089774,20.4786942
"Savski venac, Dedinje, Mihaila Avramovića, 3.0, 10","239.000,00 €","Beograd ","Opština Savski venac ","Dedinje ","Mihaila Avramovića ","103 m2
Kvadratura",44.7667295,20.4624418
Novi Beograd-NEW MINEL-Novogradnja-Četvorosoban ID,"460.000,00 €","Beograd ","Opština Novi Beograd ","Tošin bunar ","Tošin bunar ","158 m2
Kvadratura",44.8268679,20.3981927
"Blok 61, renoviran, dve jedinice,uknjižen,ID 17795","150.000,00 €","Beograd ","Opština Novi Beograd ",Blok 61,"Dr Ivana Ribara ","75 m2
Kvadratura",44.8021686,20.3684788
"Hram svetog Save, kvalitetan, novogradnja, ID17819","205.000,00 €","Beograd ","Opština Vračar ","Hram svetog Save ","Šumatovačka ","80 m2
Kvadratura",44.7981492,20.4691058
EXTRA LUX STANOVI BLIZU OLIMPA-BEZ PROVIZIJE!,"115.900,00 €","Beograd ","Opština Zvezdara ","Olimp ",,"61 m2
Kvadratura",,
EXTRA LUX STANOVI BLIZU OLIMPA-BEZ PROVIZIJE!,"90.725,00 €","Beograd ","Opština Zvezdara ","Olimp ",,"48 m2
Kvadratura",,
FILMSKI GRAD - DUPLEX 123.61 M2,"197.776,00 €","Beograd ","Opština Čukarica ","Filmski grad ",MILOJA ZAKIĆA 65,"123,61 m2
Kvadratura",44.7553822,20.4297227
"Stepa Stepanović, 3.0 Nov Lux, Garaža, Namešten","205.000,00 €","Beograd ","Opština Voždovac ","Naselje Stepa Stepanović ",,"70 m2
Kvadratura",44.75355,20.49656
Direktna prodaja stanova Bele Vode,"66.000,00 €","Beograd ","Opština Čukarica ","Bele vode ",Radomira Kovacevica 4,"55 m2
Kvadratura",44.7451875,20.398115
LUX stan na Petlovom brdu,"106.000,00 €","Beograd ","Opština Rakovica ","Petlovo brdo ",,"70 m2
Kvadratura",44.7220194,20.4242951
